timestamp,username,src_ip,auth_method,outcome
2025-10-13T18:59:03.606025,bob1,192.168.85.242,Network,SUCCESS
2025-10-11T13:23:21.606025,frank.admin,172.31.48.239,Kerberos,SUCCESS
2025-10-10T13:56:29.606025,bob,172.17.214.127,Kerberos,SUCCESS
2025-10-21T05:38:51.606025,alice,172.18.236.224,NTLM,SUCCESS
2025-10-07T08:46:25.606025,dave.admin,192.168.196.164,Network,SUCCESS
2025-10-19T05:41:09.606025,eva-user,172.18.216.161,NTLM,SUCCESS
2025-10-16T14:57:51.606025,jon.admin,10.225.35.216,NTLM,SUCCESS
2025-10-13T02:34:42.606025,bob,192.168.164.154,NTLM,SUCCESS
2025-10-16T09:44:35.606025,bob,10.223.221.249,RemoteInteractive,SUCCESS
2025-10-06T12:35:02.606025,alice,10.183.227.239,Interactive,SUCCESS
2025-10-08T08:09:51.606025,bob,192.168.146.204,Network,SUCCESS
2025-10-25T07:31:54.606025,bob-user,10.227.166.108,NTLM,SUCCESS
2025-10-03T21:54:08.606025,alice1,192.168.227.23,RemoteInteractive,SUCCESS
2025-10-24T21:40:12.606025,jon.admin,172.30.143.77,RemoteInteractive,SUCCESS
2025-10-01T04:38:56.606025,gina,10.153.186.162,RemoteInteractive,SUCCESS
2025-10-24T01:23:24.606025,eva1,10.32.128.28,Interactive,SUCCESS
2025-10-06T23:23:21.606025,jon1,10.146.189.133,NTLM,SUCCESS
2025-10-12T12:04:15.606025,frank.admin,172.28.124.173,NTLM,SUCCESS
2025-10-14T22:52:36.606025,ida1,192.168.69.55,NTLM,SUCCESS
2025-10-23T02:00:00.606025,gina.admin,10.19.198.48,NTLM,SUCCESS
2025-09-30T15:43:02.606025,jon.admin,192.168.211.165,Network,SUCCESS
2025-10-10T02:58:17.606025,dave.admin,10.65.98.108,Kerberos,SUCCESS
2025-10-12T13:40:04.606025,bob01,192.168.41.36,Network,SUCCESS
2025-10-05T11:30:37.606025,bob-user,192.168.112.17,RemoteInteractive,SUCCESS
2025-10-22T20:18:02.606025,eva1,172.19.64.242,Kerberos,SUCCESS
2025-10-12T17:15:15.606025,jon.admin,172.29.79.227,RemoteInteractive,SUCCESS
2025-10-08T15:36:47.606025,frank.admin,172.19.117.208,RemoteInteractive,SUCCESS
2025-10-11T03:02:15.606025,bob01,172.31.52.87,RemoteInteractive,SUCCESS
2025-10-13T11:10:02.606025,harry_svc,172.24.70.160,Network,SUCCESS
2025-10-01T02:46:10.606025,alice-user,192.168.70.60,Kerberos,SUCCESS
2025-10-24T03:32:26.606025,bob-user,192.168.145.121,Kerberos,SUCCESS
2025-10-03T19:12:56.606025,jon.admin,192.168.64.161,Interactive,SUCCESS
2025-09-30T21:00:06.606025,jon.admin,192.168.136.197,Interactive,SUCCESS
2025-10-17T07:30:43.606025,jon,172.29.130.35,RemoteInteractive,SUCCESS
2025-10-22T19:22:37.606025,jon.admin,10.209.88.212,Interactive,SUCCESS
2025-10-06T03:46:16.606025,jon.admin,192.168.203.159,Interactive,SUCCESS
2025-10-04T14:27:35.606025,bob-user,172.23.9.182,Kerberos,SUCCESS
2025-10-09T22:51:02.606025,bob,10.170.27.249,NTLM,SUCCESS
2025-10-01T20:16:33.606025,alice1,172.28.141.65,Kerberos,SUCCESS
2025-10-02T12:59:25.606025,jon.admin,172.23.170.127,NTLM,SUCCESS
2025-10-18T04:47:36.606025,ida1,172.25.13.153,Kerberos,SUCCESS
2025-10-07T19:12:55.606025,alice-user,172.18.229.254,Kerberos,SUCCESS
2025-10-03T06:57:49.606025,jon01,192.168.189.242,Kerberos,SUCCESS
2025-10-09T06:25:05.606025,eva-user,10.127.67.183,NTLM,SUCCESS
2025-10-08T02:45:18.606025,eva1,10.42.100.129,Network,SUCCESS
2025-10-21T06:03:12.606025,harry_svc,172.17.208.230,Interactive,SUCCESS
2025-09-30T21:34:27.606025,ida1,172.29.22.182,Kerberos,SUCCESS
2025-10-05T19:33:07.606025,ida1,10.60.148.77,Kerberos,SUCCESS
2025-10-09T23:06:30.606025,alice-user,10.1.159.71,Kerberos,SUCCESS
2025-10-13T05:43:05.606025,bob,192.168.156.6,RemoteInteractive,SUCCESS
2025-10-19T20:45:29.606025,eva1,192.168.105.121,Kerberos,SUCCESS
2025-10-15T14:31:31.606025,bob_svc,172.16.154.147,NTLM,FAILURE
2025-10-01T16:26:24.606025,bob,172.18.251.95,Kerberos,SUCCESS
2025-10-18T00:24:28.606025,bob,10.196.7.237,NTLM,SUCCESS
2025-10-05T18:21:29.606025,eva1,192.168.103.147,Kerberos,SUCCESS
2025-10-06T21:44:51.606025,jon.admin,192.168.94.133,Kerberos,SUCCESS
2025-10-19T01:32:15.606025,jon,192.168.182.79,Kerberos,SUCCESS
2025-10-22T03:45:35.606025,jon1,172.17.150.27,NTLM,SUCCESS
2025-10-12T04:12:49.606025,ida01,10.240.101.10,Kerberos,SUCCESS
2025-10-15T18:29:40.606025,dave.admin,192.168.234.235,Interactive,SUCCESS
2025-10-17T16:00:01.606025,dave01,10.132.26.94,Kerberos,SUCCESS
2025-10-20T03:12:24.606025,gina,10.69.252.112,NTLM,SUCCESS
2025-10-03T21:45:53.606025,alice1,172.25.18.205,Interactive,SUCCESS
2025-10-09T16:31:25.606025,jon.admin,172.27.122.45,Kerberos,SUCCESS
2025-10-25T03:08:21.606025,dave_svc,192.168.65.14,Kerberos,SUCCESS
2025-10-17T16:02:46.606025,ida1,192.168.111.143,NTLM,SUCCESS
2025-10-13T00:32:23.606025,jon1,172.17.48.251,Network,SUCCESS
2025-10-21T17:36:39.606025,gina,10.12.230.253,NTLM,SUCCESS
2025-10-03T09:45:30.606025,eva1,10.99.127.251,Interactive,SUCCESS
2025-10-03T22:23:50.606025,bob,192.168.226.144,Kerberos,SUCCESS
2025-10-12T00:54:26.606025,dave_svc,10.246.199.113,Network,SUCCESS
2025-10-21T21:13:24.606025,bob,192.168.251.184,Kerberos,SUCCESS
2025-10-02T22:55:01.606025,alice1,10.100.226.165,Kerberos,SUCCESS
2025-10-16T20:34:48.606025,bob01,10.14.132.62,RemoteInteractive,SUCCESS
2025-10-14T19:53:02.606025,gina,10.78.178.105,Kerberos,SUCCESS
2025-10-10T03:19:48.606025,eva-user,192.168.123.20,NTLM,SUCCESS
2025-10-17T22:12:12.606025,gina,172.16.122.73,NTLM,SUCCESS
2025-10-22T00:06:38.606025,alice-user,10.102.243.225,Kerberos,FAILURE
2025-10-08T00:41:06.606025,bob,172.28.242.112,Kerberos,FAILURE
2025-10-07T10:45:28.606025,bob,172.24.115.186,NTLM,SUCCESS
2025-10-01T18:49:20.606025,bob_svc,192.168.201.152,Interactive,SUCCESS
2025-10-11T17:52:11.606025,jon.admin,172.25.211.108,RemoteInteractive,SUCCESS
2025-10-08T15:16:10.606025,bob,192.168.195.111,Kerberos,SUCCESS
2025-10-05T21:47:04.606025,jon.admin,192.168.190.137,Kerberos,SUCCESS
2025-10-18T05:35:49.606025,ida1,10.150.98.246,RemoteInteractive,SUCCESS
2025-10-06T21:28:38.606025,bob_svc,10.250.64.136,Kerberos,SUCCESS
2025-10-20T10:16:22.606025,frank.admin,192.168.34.232,Interactive,SUCCESS
2025-10-23T03:10:21.606025,dave_svc,10.54.0.50,Kerberos,SUCCESS
2025-10-02T10:16:59.606025,eva-user,192.168.84.198,RemoteInteractive,SUCCESS
2025-10-06T07:44:31.606025,eva-user,192.168.218.248,Kerberos,SUCCESS
2025-10-05T21:01:54.606025,eva-user,192.168.237.143,NTLM,SUCCESS
2025-10-24T06:37:57.606025,ida01,10.130.240.111,Kerberos,SUCCESS
2025-10-07T08:39:43.606025,bob,10.30.188.155,Network,SUCCESS
2025-10-21T01:25:39.606025,jon.admin,192.168.187.68,Kerberos,SUCCESS
2025-10-25T04:47:33.606025,ida,10.129.99.30,NTLM,SUCCESS
2025-10-20T16:20:54.606025,bob_svc,192.168.240.196,RemoteInteractive,SUCCESS
2025-10-03T07:50:08.606025,gina.admin,10.106.27.123,Interactive,SUCCESS
2025-10-01T21:13:53.606025,bob,172.30.178.87,Kerberos,SUCCESS
2025-10-22T11:00:17.606025,bob,10.239.38.197,Kerberos,SUCCESS
2025-10-17T10:09:03.606025,alice,192.168.255.88,Kerberos,SUCCESS
2025-10-15T03:06:49.606025,alice1,172.22.108.53,Kerberos,SUCCESS
2025-10-20T14:50:11.606025,eva1,192.168.195.113,Interactive,SUCCESS
2025-10-24T16:32:25.606025,jon1,192.168.255.46,Network,SUCCESS
2025-10-13T21:13:05.606025,jon1,192.168.162.227,Interactive,SUCCESS
2025-10-08T22:56:39.606025,alice-user,10.204.193.185,Interactive,SUCCESS
2025-10-19T11:29:35.606025,gina.admin,192.168.227.4,Kerberos,SUCCESS
2025-10-21T02:59:35.606025,dave_svc,172.28.105.37,Kerberos,SUCCESS
2025-10-01T20:46:55.606025,frank.admin,192.168.6.221,Network,SUCCESS
2025-10-16T02:20:10.606025,bob-user,10.115.65.119,Interactive,SUCCESS
2025-10-09T19:24:06.606025,alice,172.25.226.225,Network,FAILURE
2025-10-13T03:51:14.606025,bob_svc,192.168.101.109,NTLM,SUCCESS
2025-10-21T15:57:21.606025,jon1,172.21.254.178,Kerberos,FAILURE
2025-10-11T12:01:16.606025,gina.admin,10.238.4.199,Network,SUCCESS
2025-10-20T09:13:11.606025,frank.admin,192.168.47.215,Network,SUCCESS
2025-10-02T00:23:38.606025,dave01,172.27.32.94,NTLM,SUCCESS
2025-10-19T01:29:20.606025,dave_svc,192.168.95.247,Kerberos,SUCCESS
2025-09-30T23:57:36.606025,jon.admin,10.135.180.132,Interactive,SUCCESS
2025-10-03T09:41:34.606025,gina,192.168.48.220,Kerberos,SUCCESS
2025-10-12T07:28:29.606025,bob,192.168.65.156,Kerberos,SUCCESS
2025-10-03T21:22:05.606025,alice-user,172.31.225.176,NTLM,SUCCESS
2025-10-12T20:26:32.606025,jon01,192.168.131.107,NTLM,SUCCESS
2025-10-05T06:37:07.606025,jon.admin,172.19.159.150,Kerberos,FAILURE
2025-10-25T03:01:24.606025,bob,172.29.64.246,Interactive,SUCCESS
2025-10-25T03:44:36.606025,bob,10.255.46.222,Interactive,SUCCESS
2025-10-14T15:12:12.606025,alice1,172.31.157.123,Network,SUCCESS
2025-10-23T02:02:44.606025,jon,192.168.169.54,Kerberos,SUCCESS
2025-10-19T16:28:02.606025,dave1,10.225.123.205,Interactive,SUCCESS
2025-10-21T15:30:05.606025,eva-user,172.24.236.187,Interactive,SUCCESS
2025-10-24T03:38:01.606025,alice1,10.46.147.166,RemoteInteractive,SUCCESS
2025-10-23T07:19:11.606025,dave1,172.29.126.54,Network,SUCCESS
2025-10-24T10:59:44.606025,alice1,192.168.240.195,RemoteInteractive,SUCCESS
2025-10-16T17:52:58.606025,bob,192.168.79.65,RemoteInteractive,SUCCESS
2025-10-08T20:20:38.606025,bob1,192.168.56.124,Interactive,SUCCESS
2025-10-17T08:39:58.606025,bob,172.20.66.71,Network,SUCCESS
2025-10-10T08:16:04.606025,ida01,10.31.56.102,Interactive,SUCCESS
2025-10-03T12:18:22.606025,jon.admin,172.23.244.107,NTLM,SUCCESS
2025-10-13T21:20:22.606025,ida1,172.31.138.151,Kerberos,SUCCESS
2025-10-01T10:35:11.606025,frank.admin,10.56.235.238,Kerberos,FAILURE
2025-10-12T13:15:16.606025,jon.admin,172.20.18.83,Interactive,SUCCESS
2025-10-19T22:37:18.606025,gina.admin,10.39.251.131,Kerberos,SUCCESS
2025-10-01T09:50:40.606025,ida01,10.41.254.74,RemoteInteractive,SUCCESS
2025-10-20T19:06:20.606025,eva1,192.168.112.180,NTLM,SUCCESS
2025-10-04T16:11:29.606025,bob1,192.168.241.3,Kerberos,FAILURE
2025-10-25T06:25:10.606025,eva1,10.156.79.103,Kerberos,SUCCESS
2025-10-19T01:44:19.606025,dave1,172.28.86.129,RemoteInteractive,SUCCESS
2025-10-06T14:19:10.606025,gina.admin,172.29.138.182,NTLM,SUCCESS
2025-10-08T17:48:34.606025,jon.admin,192.168.250.196,Kerberos,SUCCESS
2025-10-24T04:00:56.606025,ida01,10.49.6.175,Kerberos,SUCCESS
2025-10-02T23:18:19.606025,eva-user,172.25.207.185,Network,SUCCESS
2025-10-19T10:43:32.606025,eva1,10.4.175.218,Interactive,SUCCESS
2025-10-10T20:45:48.606025,bob,192.168.95.245,RemoteInteractive,SUCCESS
2025-10-08T22:49:39.606025,eva1,10.172.243.70,Kerberos,SUCCESS
2025-10-20T04:11:30.606025,bob-user,172.26.245.40,Interactive,SUCCESS
2025-10-02T17:09:10.606025,alice-user,10.85.74.32,NTLM,SUCCESS
2025-10-16T14:45:43.606025,dave.admin,192.168.70.34,Interactive,SUCCESS
2025-10-03T20:15:45.606025,gina,10.222.27.6,Interactive,FAILURE
2025-10-19T10:46:49.606025,jon.admin,10.126.111.218,RemoteInteractive,SUCCESS
2025-10-16T15:23:16.606025,dave01,10.14.24.214,Kerberos,SUCCESS
2025-10-17T23:52:29.606025,ida01,192.168.251.127,Interactive,SUCCESS
2025-10-11T09:41:50.606025,harry_svc,192.168.16.103,Interactive,SUCCESS
2025-10-08T07:32:31.606025,dave.admin,10.104.108.194,RemoteInteractive,SUCCESS
2025-10-24T00:54:37.606025,harry_svc,172.30.86.188,Interactive,SUCCESS
2025-10-19T21:30:25.606025,alice1,172.23.4.234,RemoteInteractive,SUCCESS
2025-10-11T19:42:19.606025,gina,172.24.54.142,Kerberos,SUCCESS
2025-10-07T08:27:35.606025,ida01,172.25.10.166,Network,SUCCESS
2025-10-21T09:13:32.606025,bob,192.168.101.29,NTLM,SUCCESS
2025-10-06T09:29:16.606025,harry_svc,172.20.155.186,Kerberos,SUCCESS
2025-10-22T14:31:58.606025,eva1,172.31.61.196,Kerberos,SUCCESS
2025-10-19T02:12:18.606025,eva1,192.168.210.57,Kerberos,SUCCESS
2025-10-11T01:20:58.606025,jon01,10.23.30.215,Network,SUCCESS
2025-10-23T03:29:09.606025,bob-user,172.25.211.14,NTLM,SUCCESS
2025-10-12T12:16:09.606025,bob_svc,192.168.10.172,NTLM,SUCCESS
2025-10-08T06:10:51.606025,alice-user,10.253.20.114,Kerberos,SUCCESS
2025-10-07T21:34:38.606025,bob,172.17.216.32,Kerberos,SUCCESS
