timestamp,host,username,process_name,parent_process,cmdline,event_type
2025-10-17T03:44:03.606025,10.0.0.12,alice1,msedge.exe,wininit.exe,msedge.exe --normal-operation,process_create
2025-10-21T00:11:23.606025,10.0.0.26,bob1,chrome.exe,wininit.exe,chrome.exe --normal-operation,process_create
2025-10-06T15:36:04.606025,10.0.0.17,dave_svc,explorer.exe,svchost.exe,explorer.exe --normal-operation,process_create
2025-10-24T23:00:55.606025,10.0.0.11,ida1,outlook.exe,svchost.exe,outlook.exe --normal-operation,process_create
2025-10-22T09:29:37.606025,10.0.0.33,gina.admin,notepad.exe,explorer.exe,notepad.exe --normal-operation,process_create
2025-10-20T06:17:53.606025,10.0.0.17,ida01,Teams.exe,svchost.exe,Teams.exe --normal-operation,process_create
2025-10-17T12:12:06.606025,10.0.0.36,ida01,Teams.exe,explorer.exe,Teams.exe --normal-operation,process_create
2025-10-23T17:52:01.606025,10.0.0.21,gina.admin,explorer.exe,svchost.exe,explorer.exe --normal-operation,process_create
2025-10-19T18:46:57.606025,10.0.0.38,eva1,explorer.exe,svchost.exe,explorer.exe --normal-operation,process_create
2025-10-11T13:54:32.606025,10.0.0.29,alice-user,winword.exe,wininit.exe,winword.exe --normal-operation,process_create
2025-10-17T18:46:15.606025,10.0.0.16,ida,Teams.exe,services.exe,Teams.exe --normal-operation,process_create
2025-10-15T11:42:44.606025,10.0.0.30,bob1,explorer.exe,explorer.exe,explorer.exe --normal-operation,process_create
2025-10-12T01:28:16.606025,10.0.0.34,jon.admin,conhost.exe,explorer.exe,conhost.exe --normal-operation,process_create
2025-10-08T05:34:57.606025,10.0.0.17,jon,explorer.exe,wininit.exe,explorer.exe --normal-operation,process_create
2025-10-17T15:34:03.606025,10.0.0.32,bob01,outlook.exe,wininit.exe,outlook.exe --normal-operation,process_create
2025-10-14T13:04:24.606025,10.0.0.29,ida01,explorer.exe,svchost.exe,explorer.exe --normal-operation,process_create
2025-10-21T23:14:36.606025,10.0.0.16,ida1,cmd.exe,svchost.exe,cmd.exe --normal-operation,process_create
2025-10-17T07:41:56.606025,10.0.0.14,jon1,msedge.exe,wininit.exe,msedge.exe --normal-operation,process_create
2025-10-20T03:55:35.606025,10.0.0.28,bob,msedge.exe,explorer.exe,msedge.exe --normal-operation,process_create
2025-10-14T17:49:36.606025,10.0.0.15,ida01,outlook.exe,services.exe,outlook.exe --normal-operation,process_create
2025-10-06T06:11:28.606025,10.0.0.30,dave01,svchost.exe,svchost.exe,svchost.exe --normal-operation,process_create
2025-10-12T07:16:16.606025,10.0.0.30,harry_svc,cmd.exe,wininit.exe,cmd.exe --normal-operation,process_create
2025-10-05T06:26:56.606025,10.0.0.39,jon1,cmd.exe,wininit.exe,cmd.exe --normal-operation,process_create
2025-10-06T03:06:41.606025,10.0.0.13,jon.admin,Teams.exe,explorer.exe,Teams.exe --normal-operation,process_create
2025-10-24T15:34:04.606025,10.0.0.24,ida1,svchost.exe,services.exe,svchost.exe --normal-operation,process_create
2025-10-08T00:21:17.606025,10.0.0.12,ida01,chrome.exe,svchost.exe,chrome.exe --normal-operation,process_create
2025-10-24T14:35:09.606025,10.0.0.20,bob-user,svchost.exe,wininit.exe,svchost.exe --normal-operation,process_create
2025-09-30T19:52:50.606025,10.0.0.27,gina.admin,outlook.exe,svchost.exe,outlook.exe --normal-operation,process_create
2025-10-23T18:39:55.606025,10.0.0.31,alice,cmd.exe,svchost.exe,cmd.exe --normal-operation,process_create
2025-10-19T14:30:32.606025,10.0.0.12,jon.admin,explorer.exe,explorer.exe,explorer.exe --normal-operation,process_create
2025-10-20T20:58:38.606025,10.0.0.31,bob,conhost.exe,wininit.exe,conhost.exe --normal-operation,process_create
2025-10-22T21:27:31.606025,10.0.0.15,bob,explorer.exe,explorer.exe,explorer.exe --normal-operation,process_create
2025-10-09T21:13:52.606025,10.0.0.34,bob_svc,explorer.exe,svchost.exe,explorer.exe --normal-operation,process_create
2025-10-25T04:46:19.606025,10.0.0.15,frank.admin,chrome.exe,svchost.exe,chrome.exe --normal-operation,process_create
2025-10-20T01:57:11.606025,10.0.0.32,eva1,chrome.exe,wininit.exe,chrome.exe --normal-operation,process_create
2025-10-24T16:12:22.606025,10.0.0.20,eva1,conhost.exe,explorer.exe,conhost.exe --normal-operation,process_create
2025-10-20T04:56:53.606025,10.0.0.12,alice-user,cmd.exe,services.exe,cmd.exe --normal-operation,process_create
2025-10-16T17:26:11.606025,10.0.0.31,ida01,svchost.exe,wininit.exe,svchost.exe --normal-operation,process_create
2025-10-08T17:02:21.606025,10.0.0.18,jon.admin,outlook.exe,svchost.exe,outlook.exe --normal-operation,process_create
2025-10-20T03:35:39.606025,10.0.0.25,jon.admin,notepad.exe,wininit.exe,notepad.exe --normal-operation,process_create
2025-10-14T13:18:03.606025,10.0.0.37,bob01,conhost.exe,wininit.exe,conhost.exe --normal-operation,process_create
2025-10-01T19:54:16.606025,10.0.0.37,alice,conhost.exe,wininit.exe,conhost.exe --normal-operation,process_create
2025-10-17T23:41:15.606025,10.0.0.26,eva1,Teams.exe,svchost.exe,Teams.exe --normal-operation,process_create
2025-10-11T13:49:45.606025,10.0.0.34,bob01,chrome.exe,wininit.exe,chrome.exe --normal-operation,process_create
2025-10-05T00:22:11.606025,10.0.0.34,ida1,conhost.exe,services.exe,conhost.exe --normal-operation,process_create
2025-10-12T17:00:51.606025,10.0.0.25,jon1,explorer.exe,svchost.exe,explorer.exe --normal-operation,process_create
2025-10-09T01:35:10.606025,10.0.0.21,alice-user,outlook.exe,svchost.exe,outlook.exe --normal-operation,process_create
2025-10-10T09:38:20.606025,10.0.0.19,alice-user,cmd.exe,svchost.exe,cmd.exe --normal-operation,process_create
2025-10-03T02:08:32.606025,10.0.0.38,eva-user,conhost.exe,explorer.exe,conhost.exe --normal-operation,process_create
2025-10-15T06:33:39.606025,10.0.0.30,bob-user,notepad.exe,explorer.exe,notepad.exe --normal-operation,process_create
2025-10-13T06:12:03.606025,10.0.0.24,frank.admin,chrome.exe,wininit.exe,chrome.exe --normal-operation,process_create
2025-10-10T07:03:23.606025,10.0.0.27,gina.admin,cmd.exe,explorer.exe,cmd.exe --normal-operation,process_create
2025-10-18T19:51:05.606025,10.0.0.33,alice-user,msedge.exe,svchost.exe,msedge.exe --normal-operation,process_create
2025-10-23T00:40:33.606025,10.0.0.22,gina,outlook.exe,svchost.exe,outlook.exe --normal-operation,process_create
2025-10-03T17:47:43.606025,10.0.0.35,ida01,msedge.exe,explorer.exe,msedge.exe --normal-operation,process_create
2025-10-22T10:56:58.606025,10.0.0.14,ida1,winword.exe,services.exe,winword.exe --normal-operation,process_create
2025-10-18T10:39:36.606025,10.0.0.29,eva1,explorer.exe,explorer.exe,explorer.exe --normal-operation,process_create
2025-10-02T20:02:27.606025,10.0.0.25,dave_svc,msedge.exe,services.exe,msedge.exe --normal-operation,process_create
2025-10-13T20:34:11.606025,10.0.0.35,eva-user,notepad.exe,services.exe,notepad.exe --normal-operation,process_create
2025-10-02T03:39:59.606025,10.0.0.29,jon,msedge.exe,wininit.exe,msedge.exe --normal-operation,process_create
2025-10-13T02:51:24.606025,10.0.0.13,ida01,msedge.exe,services.exe,msedge.exe --normal-operation,process_create
2025-10-06T16:23:48.606025,10.0.0.33,bob01,conhost.exe,services.exe,conhost.exe --normal-operation,process_create
2025-10-22T08:25:33.606025,10.0.0.11,eva-user,outlook.exe,wininit.exe,outlook.exe --normal-operation,process_create
2025-10-24T01:07:31.606025,10.0.0.26,ida01,notepad.exe,svchost.exe,notepad.exe --normal-operation,process_create
2025-10-03T16:12:48.606025,10.0.0.31,jon1,cmd.exe,wininit.exe,cmd.exe --normal-operation,process_create
2025-10-07T13:43:13.606025,10.0.0.11,gina.admin,notepad.exe,wininit.exe,notepad.exe --normal-operation,process_create
2025-10-08T11:25:33.606025,10.0.0.17,harry_svc,cmd.exe,services.exe,cmd.exe --normal-operation,process_create
2025-10-06T08:28:08.606025,10.0.0.25,jon,notepad.exe,explorer.exe,notepad.exe --normal-operation,process_create
2025-10-02T10:46:03.606025,10.0.0.37,dave01,cmd.exe,svchost.exe,cmd.exe --normal-operation,process_create
2025-10-04T06:28:03.606025,10.0.0.23,dave_svc,msedge.exe,explorer.exe,msedge.exe --normal-operation,process_create
2025-10-05T16:13:35.606025,10.0.0.22,bob-user,notepad.exe,svchost.exe,notepad.exe --normal-operation,process_create
2025-10-19T20:42:37.606025,10.0.0.19,alice1,notepad.exe,wininit.exe,notepad.exe --normal-operation,process_create
2025-10-07T19:43:59.606025,10.0.0.26,bob,notepad.exe,services.exe,notepad.exe --normal-operation,process_create
2025-10-07T00:16:34.606025,10.0.0.13,jon.admin,cmd.exe,services.exe,cmd.exe --normal-operation,process_create
2025-10-22T12:58:06.606025,10.0.0.18,jon.admin,cmd.exe,svchost.exe,cmd.exe --normal-operation,process_create
2025-10-24T10:20:22.606025,10.0.0.10,jon1,chrome.exe,svchost.exe,chrome.exe --normal-operation,process_create
2025-10-11T08:00:31.606025,10.0.0.10,eva1,notepad.exe,wininit.exe,notepad.exe --normal-operation,process_create
2025-10-11T11:55:55.606025,10.0.0.28,dave01,explorer.exe,services.exe,explorer.exe --normal-operation,process_create
2025-10-11T23:58:34.606025,10.0.0.29,ida01,explorer.exe,svchost.exe,explorer.exe --normal-operation,process_create
2025-10-23T19:52:03.606025,10.0.0.23,gina,msedge.exe,explorer.exe,msedge.exe --normal-operation,process_create
2025-10-06T01:48:03.606025,10.0.0.33,jon,svchost.exe,svchost.exe,svchost.exe --normal-operation,process_create
2025-10-10T06:17:17.606025,10.0.0.18,jon1,msedge.exe,wininit.exe,msedge.exe --normal-operation,process_create
2025-10-21T18:47:55.606025,10.0.0.37,harry_svc,outlook.exe,explorer.exe,outlook.exe --normal-operation,process_create
2025-10-11T04:50:40.606025,10.0.0.39,bob,winword.exe,services.exe,winword.exe --normal-operation,process_create
2025-10-02T11:09:33.606025,10.0.0.26,harry_svc,Teams.exe,explorer.exe,Teams.exe --normal-operation,process_create
2025-10-17T19:01:56.606025,10.0.0.26,harry_svc,cmd.exe,svchost.exe,cmd.exe --normal-operation,process_create
2025-10-02T20:30:49.606025,10.0.0.19,eva1,Teams.exe,wininit.exe,Teams.exe --normal-operation,process_create
2025-10-14T08:00:37.606025,10.0.0.11,ida,outlook.exe,explorer.exe,outlook.exe --normal-operation,process_create
2025-10-22T18:45:09.606025,10.0.0.20,alice-user,chrome.exe,services.exe,chrome.exe --normal-operation,process_create
2025-10-07T06:24:56.606025,10.0.0.33,eva-user,explorer.exe,explorer.exe,explorer.exe --normal-operation,process_create
2025-10-09T13:06:57.606025,10.0.0.30,jon.admin,outlook.exe,explorer.exe,outlook.exe --normal-operation,process_create
2025-10-14T11:09:05.606025,10.0.0.37,ida01,outlook.exe,wininit.exe,outlook.exe --normal-operation,process_create
2025-10-06T06:13:28.606025,10.0.0.35,ida,cmd.exe,svchost.exe,cmd.exe --normal-operation,process_create
2025-10-16T16:25:36.606025,10.0.0.21,bob,outlook.exe,svchost.exe,outlook.exe --normal-operation,process_create
2025-10-13T15:10:38.606025,10.0.0.13,bob,svchost.exe,wininit.exe,svchost.exe --normal-operation,process_create
2025-10-12T03:26:47.606025,10.0.0.37,bob,conhost.exe,svchost.exe,conhost.exe --normal-operation,process_create
2025-10-20T16:47:44.606025,10.0.0.19,alice,svchost.exe,svchost.exe,svchost.exe --normal-operation,process_create
2025-10-23T15:42:11.606025,10.0.0.11,jon1,conhost.exe,wininit.exe,conhost.exe --normal-operation,process_create
2025-10-16T04:29:00.606025,10.0.0.28,ida01,explorer.exe,wininit.exe,explorer.exe --normal-operation,process_create
2025-10-24T03:15:01.606025,10.0.0.23,alice,outlook.exe,explorer.exe,outlook.exe --normal-operation,process_create
2025-10-04T00:43:29.606025,10.0.0.20,eva-user,msedge.exe,services.exe,msedge.exe --normal-operation,process_create
2025-10-05T00:01:53.606025,10.0.0.32,jon.admin,Teams.exe,explorer.exe,Teams.exe --normal-operation,process_create
2025-10-23T22:36:30.606025,10.0.0.27,eva-user,outlook.exe,svchost.exe,outlook.exe --normal-operation,process_create
2025-10-04T00:09:24.606025,10.0.0.19,ida1,explorer.exe,services.exe,explorer.exe --normal-operation,process_create
2025-10-15T15:48:38.606025,10.0.0.39,bob01,svchost.exe,svchost.exe,svchost.exe --normal-operation,process_create
2025-10-22T22:57:23.606025,10.0.0.11,bob01,conhost.exe,svchost.exe,conhost.exe --normal-operation,process_create
2025-10-15T00:43:13.606025,10.0.0.35,gina.admin,explorer.exe,wininit.exe,explorer.exe --normal-operation,process_create
2025-10-16T13:50:03.606025,10.0.0.30,jon.admin,Teams.exe,wininit.exe,Teams.exe --normal-operation,process_create
2025-10-05T15:57:19.606025,10.0.0.37,jon.admin,cmd.exe,services.exe,cmd.exe --normal-operation,process_create
2025-10-07T23:27:49.606025,10.0.0.11,bob1,winword.exe,services.exe,winword.exe --normal-operation,process_create
2025-10-18T23:39:51.606025,10.0.0.28,bob,svchost.exe,explorer.exe,svchost.exe --normal-operation,process_create
2025-10-15T10:38:19.606025,10.0.0.20,jon.admin,explorer.exe,svchost.exe,explorer.exe --normal-operation,process_create
2025-10-07T11:47:35.606025,10.0.0.12,ida01,winword.exe,wininit.exe,winword.exe --normal-operation,process_create
2025-10-22T12:08:52.606025,10.0.0.32,dave01,winword.exe,services.exe,winword.exe --normal-operation,process_create
2025-10-21T10:21:50.606025,10.0.0.10,bob1,Teams.exe,explorer.exe,Teams.exe --normal-operation,process_create
2025-10-23T03:26:01.606025,10.0.0.24,dave1,svchost.exe,explorer.exe,svchost.exe --normal-operation,process_create
2025-10-23T23:05:34.606025,10.0.0.11,dave01,conhost.exe,explorer.exe,conhost.exe --normal-operation,process_create
2025-10-23T09:07:53.606025,10.0.0.25,eva1,Teams.exe,svchost.exe,Teams.exe --normal-operation,process_create
2025-10-25T05:18:28.606025,10.0.0.19,jon.admin,msedge.exe,svchost.exe,msedge.exe --normal-operation,process_create
2025-10-22T04:35:55.606025,10.0.0.23,ida1,Teams.exe,wininit.exe,Teams.exe --normal-operation,process_create
2025-10-15T23:54:26.606025,10.0.0.16,dave_svc,winword.exe,services.exe,winword.exe --normal-operation,process_create
2025-10-05T01:06:39.606025,10.0.0.30,ida,Teams.exe,explorer.exe,Teams.exe --normal-operation,process_create
2025-10-23T15:15:30.606025,10.0.0.36,gina,outlook.exe,wininit.exe,outlook.exe --normal-operation,process_create
2025-10-02T22:21:07.606025,10.0.0.13,bob01,Teams.exe,explorer.exe,Teams.exe --normal-operation,process_create
2025-10-19T01:10:09.606025,10.0.0.21,eva1,winword.exe,explorer.exe,winword.exe --normal-operation,process_create
2025-10-19T13:36:19.606025,10.0.0.31,bob,outlook.exe,explorer.exe,outlook.exe --normal-operation,process_create
2025-10-10T21:17:39.606025,10.0.0.35,bob,notepad.exe,services.exe,notepad.exe --normal-operation,process_create
2025-10-03T06:27:49.606025,10.0.0.22,jon.admin,cmd.exe,wininit.exe,cmd.exe --normal-operation,process_create
2025-10-06T05:06:27.606025,10.0.0.32,jon1,Teams.exe,services.exe,Teams.exe --normal-operation,process_create
2025-10-07T20:42:20.606025,10.0.0.35,ida01,msedge.exe,explorer.exe,msedge.exe --normal-operation,process_create
2025-10-02T04:27:48.606025,10.0.0.13,eva1,svchost.exe,explorer.exe,svchost.exe --normal-operation,process_create
2025-10-12T11:33:56.606025,10.0.0.23,harry_svc,explorer.exe,explorer.exe,explorer.exe --normal-operation,process_create
2025-10-23T03:35:42.606025,10.0.0.15,bob-user,conhost.exe,services.exe,conhost.exe --normal-operation,process_create
2025-10-04T21:43:43.606025,10.0.0.18,dave.admin,cmd.exe,explorer.exe,cmd.exe --normal-operation,process_create
2025-10-21T21:21:54.606025,10.0.0.39,alice-user,cmd.exe,services.exe,cmd.exe --normal-operation,process_create
2025-10-05T05:54:18.606025,10.0.0.35,bob1,winword.exe,services.exe,winword.exe --normal-operation,process_create
2025-10-04T21:23:17.606025,10.0.0.33,jon,cmd.exe,explorer.exe,cmd.exe --normal-operation,process_create
2025-10-06T19:02:21.606025,10.0.0.11,alice-user,chrome.exe,svchost.exe,chrome.exe --normal-operation,process_create
2025-10-02T08:02:25.606025,10.0.0.26,dave01,conhost.exe,services.exe,conhost.exe --normal-operation,process_create
2025-09-30T08:52:05.606025,10.0.0.13,bob,conhost.exe,wininit.exe,conhost.exe --normal-operation,process_create
2025-10-12T06:24:16.606025,10.0.0.15,harry_svc,explorer.exe,wininit.exe,explorer.exe --normal-operation,process_create
2025-10-03T05:26:56.606025,10.0.0.29,harry_svc,winword.exe,explorer.exe,winword.exe --normal-operation,process_create
2025-10-07T10:12:58.606025,10.0.0.35,jon1,explorer.exe,services.exe,explorer.exe --normal-operation,process_create
2025-10-19T08:36:24.606025,10.0.0.20,eva1,outlook.exe,services.exe,outlook.exe --normal-operation,process_create
2025-10-21T12:05:44.606025,10.0.0.14,jon1,svchost.exe,svchost.exe,svchost.exe --normal-operation,process_create
2025-10-07T09:53:02.606025,10.0.0.37,bob,outlook.exe,svchost.exe,outlook.exe --normal-operation,process_create
2025-10-24T17:04:42.606025,10.0.0.28,dave_svc,winword.exe,services.exe,winword.exe --normal-operation,process_create
2025-10-19T06:03:02.606025,10.0.0.24,harry_svc,outlook.exe,explorer.exe,outlook.exe --normal-operation,process_create
2025-10-10T12:28:21.606025,10.0.0.29,ida1,notepad.exe,wininit.exe,notepad.exe --normal-operation,process_create
2025-10-08T07:05:04.606025,10.0.0.20,jon.admin,Teams.exe,wininit.exe,Teams.exe --normal-operation,process_create
2025-10-13T16:55:44.606025,10.0.0.10,bob,msedge.exe,svchost.exe,msedge.exe --normal-operation,process_create
2025-09-30T10:49:50.606025,10.0.0.21,dave_svc,chrome.exe,svchost.exe,chrome.exe --normal-operation,process_create
2025-10-21T13:31:52.606025,10.0.0.25,gina,msedge.exe,wininit.exe,msedge.exe --normal-operation,process_create
2025-10-12T00:51:12.606025,10.0.0.29,jon1,Teams.exe,svchost.exe,Teams.exe --normal-operation,process_create
2025-10-08T15:15:54.606025,10.0.0.29,eva-user,winword.exe,services.exe,winword.exe --normal-operation,process_create
2025-09-30T17:51:05.606025,10.0.0.14,harry_svc,svchost.exe,wininit.exe,svchost.exe --normal-operation,process_create
2025-10-01T17:59:41.606025,10.0.0.30,harry_svc,cmd.exe,svchost.exe,cmd.exe --normal-operation,process_create
2025-10-25T05:11:11.606025,10.0.0.29,jon1,Teams.exe,wininit.exe,Teams.exe --normal-operation,process_create
2025-10-21T23:07:42.606025,10.0.0.23,bob-user,svchost.exe,explorer.exe,svchost.exe --normal-operation,process_create
2025-10-14T08:19:42.606025,10.0.0.16,eva1,explorer.exe,services.exe,explorer.exe --normal-operation,process_create
2025-10-02T13:48:22.606025,10.0.0.14,bob,winword.exe,wininit.exe,winword.exe --normal-operation,process_create
2025-10-14T17:21:29.606025,10.0.0.12,dave01,conhost.exe,explorer.exe,conhost.exe --normal-operation,process_create
2025-09-30T18:40:08.606025,10.0.0.20,dave.admin,svchost.exe,explorer.exe,svchost.exe --normal-operation,process_create
2025-10-10T11:10:19.606025,10.0.0.12,ida,Teams.exe,wininit.exe,Teams.exe --normal-operation,process_create
2025-10-24T21:12:46.606025,10.0.0.24,bob-user,cmd.exe,explorer.exe,cmd.exe --normal-operation,process_create
2025-10-19T22:50:07.606025,10.0.0.38,ida,Teams.exe,services.exe,Teams.exe --normal-operation,process_create
2025-10-02T00:43:22.606025,10.0.0.38,ida1,winword.exe,wininit.exe,winword.exe --normal-operation,process_create
2025-10-02T23:54:39.606025,10.0.0.33,dave01,svchost.exe,wininit.exe,svchost.exe --normal-operation,process_create
2025-10-02T00:09:13.606025,10.0.0.39,frank.admin,conhost.exe,services.exe,conhost.exe --normal-operation,process_create
2025-10-16T03:27:13.606025,10.0.0.25,ida1,conhost.exe,services.exe,conhost.exe --normal-operation,process_create
2025-10-02T07:14:50.606025,10.0.0.33,jon.admin,msedge.exe,services.exe,msedge.exe --normal-operation,process_create
2025-10-03T15:38:21.606025,10.0.0.38,alice1,Teams.exe,svchost.exe,Teams.exe --normal-operation,process_create
2025-10-01T05:23:37.606025,10.0.0.18,bob_svc,cmd.exe,services.exe,cmd.exe --normal-operation,process_create
2025-10-05T18:57:44.606025,10.0.0.18,alice-user,explorer.exe,services.exe,explorer.exe --normal-operation,process_create
2025-10-06T12:20:50.606025,10.0.0.38,gina.admin,cmd.exe,services.exe,cmd.exe --normal-operation,process_create
2025-10-06T02:05:49.606025,10.0.0.31,dave_svc,explorer.exe,wininit.exe,explorer.exe --normal-operation,process_create
2025-10-10T19:37:52.606025,10.0.0.13,bob,msedge.exe,explorer.exe,msedge.exe --normal-operation,process_create
2025-10-09T06:40:58.606025,10.0.0.33,eva1,chrome.exe,explorer.exe,chrome.exe --normal-operation,process_create
2025-10-15T16:44:02.606025,10.0.0.14,dave01,conhost.exe,explorer.exe,conhost.exe --normal-operation,process_create
2025-10-14T01:43:36.606025,10.0.0.28,ida1,conhost.exe,explorer.exe,conhost.exe --normal-operation,process_create
2025-10-07T11:39:15.606025,10.0.0.31,bob,conhost.exe,wininit.exe,conhost.exe --normal-operation,process_create
2025-09-30T18:14:46.606025,10.0.0.28,dave_svc,svchost.exe,services.exe,svchost.exe --normal-operation,process_create
2025-10-13T19:17:41.606025,10.0.0.28,jon.admin,chrome.exe,services.exe,chrome.exe --normal-operation,process_create
2025-10-01T02:45:59.606025,10.0.0.38,frank.admin,conhost.exe,services.exe,conhost.exe --normal-operation,process_create
2025-10-21T11:54:09.606025,10.0.0.13,gina,outlook.exe,wininit.exe,outlook.exe --normal-operation,process_create
